Index,alpha1,alpha2,result,how,sutraNum,sutraEnglish,scVasu
364,़,इ,रि,यण्,6.1.77,"An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,","After an oxytoned stem which ends in a light vowel, the genitive ending नाम् has optionally the acute accent.,"
365,़,इ,ऋ इ,प्रकृतिभाव,6.1.127,,"According to शाकल्य, In the context of संहिता a पदान्त-इक्-letter, when followed by an असवर्ण अच्-letter undergoes ह्रस्वादेशः and then no other sandhi happens.\n\n,"
366,़,ई,री,यण्,6.1.77,"An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,","After an oxytoned stem which ends in a light vowel, the genitive ending नाम् has optionally the acute accent.,"
367,़,ई,ऋ ई,प्रकृतिभाव,6.1.127,,"According to शाकल्य, In the context of संहिता a पदान्त-इक्-letter, when followed by an असवर्ण अच्-letter undergoes ह्रस्वादेशः and then no other sandhi happens.\n\n,"
368,़,उ,रु,यण्,6.1.77,"An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,","After an oxytoned stem which ends in a light vowel, the genitive ending नाम् has optionally the acute accent.,"
369,़,उ,ऋ उ,प्रकृतिभाव,6.1.127,,"According to शाकल्य, In the context of संहिता a पदान्त-इक्-letter, when followed by an असवर्ण अच्-letter undergoes ह्रस्वादेशः and then no other sandhi happens.\n\n,"
370,़,ऊ,रू,यण्,6.1.77,"An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,","After an oxytoned stem which ends in a light vowel, the genitive ending नाम् has optionally the acute accent.,"
371,़,ऊ,ऋ ऊ,प्रकृतिभाव,6.1.127,,"According to शाकल्य, In the context of संहिता a पदान्त-इक्-letter, when followed by an असवर्ण अच्-letter undergoes ह्रस्वादेशः and then no other sandhi happens.\n\n,"
372,़,ऋ,़,सवर्णदीर्घ,6.1.101,,"If an एकार or ओकार is followed by the अकार of ङसिँ or ङस् प्रत्यय,  then both of them combined to form a पूर्वरूप एकादेश.,"
373,़,ऋ,ऋ,ऋत्व,,,
374,़,ऋ,ऋ ऋ,प्रकृतिभाव,6.1.128,,
375,़,़,़,सवर्णदीर्घ,6.1.101,"When a प्रत्यय is removed using the word श्लु, अङ्ग which is not yet duplicated is duplicated. ,"," ""If an एकार or ओकार is followed by the अकार of ङसिँ or ङस् प्रत्यय,  then both of them combined to form a पूर्वरूप एकादेश."",
   "
376,़,ऌ,़,सवर्णदीर्घ,6.1.101,"""When a प्रत्यय is removed using the word श्लु, अङ्ग which is not yet duplicated is duplicated. "",
    "," ""If an एकार or ओकार is followed by the अकार of ङसिँ or ङस् प्रत्यय,  then both of them combined to form a पूर्वरूप एकादेश."",
   "
377,़,ऌ,ऋ ऌ,प्रकृतिभाव,6.1.128,,
378,़,ऌ,ऌ,ऌत्व,,,
379,़,ए,रे,यण्,6.1.77,"An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,","An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,"
380,़,ए,ऋ ए,प्रकृतिभाव,6.1.127,,"According to शाकल्य, In the context of संहिता a पदान्त-इक्-letter, when followed by an असवर्ण अच्-letter undergoes ह्रस्वादेशः and then no other sandhi happens.\n\n,"
381,़,ऐ,रै,यण्,6.1.77,"An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,","After an oxytoned stem which ends in a light vowel, the genitive ending नाम् has optionally the acute accent.,"
382,़,ऐ,ऋ ऐ,प्रकृतिभाव,6.1.127,,"According to शाकल्य, In the context of संहिता a पदान्त-इक्-letter, when followed by an असवर्ण अच्-letter undergoes ह्रस्वादेशः and then no other sandhi happens.\n\n,"
383,़,ओ,रो,यण्,6.1.77,"An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,","After an oxytoned stem which ends in a light vowel, the genitive ending नाम् has optionally the acute accent.,"
384,़,ओ,ऋ ओ,प्रकृतिभाव,6.1.127,,"According to शाकल्य, In the context of संहिता a पदान्त-इक्-letter, when followed by an असवर्ण अच्-letter undergoes ह्रस्वादेशः and then no other sandhi happens.\n\n,"
385,़,औ,रौ,यण्,6.1.77,"An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,","After an oxytoned stem which ends in a light vowel, the genitive ending नाम् has optionally the acute accent.,"
386,़,औ,ऋ औ,प्रकृतिभाव,6.1.127,,"According to शाकल्य, In the context of संहिता a पदान्त-इक्-letter, when followed by an असवर्ण अच्-letter undergoes ह्रस्वादेशः and then no other sandhi happens.\n\n,"
387,़,क्,़क्,वर्णमेलन,,,
388,़,ख्,़ख्,वर्णमेलन,,,
389,़,ग्,़ग्,वर्णमेलन,,,
390,़,घ्,़घ्,वर्णमेलन,,,
391,़,ङ्,़ङ्,वर्णमेलन,,,
392,़,च्,़च्,वर्णमेलन,,,
393,़,छ्,़च्छ्,तुगागम -> श्चुत्व,6.1.76; 8.4.40,,
394,़,छ्,़छ्,पक्षे तुगभावः,,,
395,़,ज्,़ज्,वर्णमेलन,,,
396,़,झ्,़झ्,वर्णमेलन,,,
397,़,ञ्,़ञ्,वर्णमेलन,,,
398,़,ट्,़ट्,वर्णमेलन,,,
399,़,ठ्,़ठ्,वर्णमेलन,,,
400,़,ड्,़ड्,वर्णमेलन,,,
401,़,ढ्,़ढ्,वर्णमेलन,,,
402,़,ण्,़ण्,वर्णमेलन,,,
403,़,त्,़त्,वर्णमेलन,,,
404,़,थ्,़थ्,वर्णमेलन,,,
405,़,द्,़द्,वर्णमेलन,,,
406,़,ध्,़ध्,वर्णमेलन,,,
407,़,न्,़न्,वर्णमेलन,,,
408,़,प्,़प्,वर्णमेलन,,,
409,़,फ्,़फ्,वर्णमेलन,,,
410,़,ब्,़ब्,वर्णमेलन,,,
411,़,भ्,़भ्,वर्णमेलन,,,
412,़,म्,़म्,वर्णमेलन,,,
413,़,य्,़य्,वर्णमेलन,,,
414,़,र्,़र्,वर्णमेलन,,,
415,़,ल्,़ल्,वर्णमेलन,,,
416,़,व्,़व्,वर्णमेलन,,,
417,़,श्,़श्,वर्णमेलन,,,
418,़,ष्,़ष्,वर्णमेलन,,,
419,़,स्,़स्,वर्णमेलन,,,
420,़,ह्,़ह्,वर्णमेलन,,,
421,ऌ,अ,ल,यण्,6.1.77,"An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,","An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,"
422,ऌ,आ,ला,यण्,6.1.77,"An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,","An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,"
423,ऌ,इ,लि,यण्,6.1.77,"An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,","An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,"
424,ऌ,ई,ली,यण्,6.1.77,"An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,","An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,"
425,ऌ,उ,लु,यण्,6.1.77,"An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,","An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,"
426,ऌ,ऊ,लू,यण्,6.1.77,"An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,","An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,"
427,ऌ,ऋ,ऋ,ऋत्व,,,
428,ऌ,ऋ,़,सवर्णदीर्घ,6.1.101,"When a प्रत्यय is removed using the word श्लु, अङ्ग which is not yet duplicated is duplicated. ,"," ""If an एकार or ओकार is followed by the अकार of ङसिँ or ङस् प्रत्यय,  then both of them combined to form a पूर्वरूप एकादेश."",
   "
429,ऌ,ऋ,ऌ ऋ,प्रकृतिभाव,6.1.128,,
430,ऌ,़,़,सवर्णदीर्घ,6.1.101,"When a प्रत्यय is removed using the word श्लु, अङ्ग which is not yet duplicated is duplicated. ,","If an एकार or ओकार is followed by the अकार of ङसिँ or ङस् प्रत्यय,  then both of them combined to form a पूर्वरूप एकादेश.,"
431,ऌ,ऌ,ऌ,ऌत्व,,,
432,ऌ,ऌ,़,सवर्णदीर्घ,6.1.101,"When a प्रत्यय is removed using the word श्लु, अङ्ग which is not yet duplicated is duplicated. ,","If an एकार or ओकार is followed by the अकार of ङसिँ or ङस् प्रत्यय,  then both of them combined to form a पूर्वरूप एकादेश.,"
433,ऌ,ऌ,ऌ ऌ,प्रकृतिभाव,6.1.128,,
434,ऌ,ए,ले,यण्,6.1.77,"An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,","An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,"
435,ऌ,ऐ,लै,यण्,6.1.77,"An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,","An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,"
436,ऌ,ओ,लो,यण्,6.1.77,"An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,","An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,"
437,ऌ,औ,लौ,यण्,6.1.77,"An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,","An इक् letter which is followed by a स्वर is converted to a corresponding यण् letter in the context of संहिता. ,"
438,ऌ,क्,ऌक्,वर्णमेलन,,,
439,ऌ,ख्,ऌख्,वर्णमेलन,,,
440,ऌ,ग्,ऌग्,वर्णमेलन,,,
441,ऌ,घ्,ऌघ्,वर्णमेलन,,,
442,ऌ,ङ्,ऌङ्,वर्णमेलन,,,
443,ऌ,च्,ऌच्,वर्णमेलन,,,
444,ऌ,छ्,ऌच्छ्,तुगागम -> जश्त्व-> श्चुत्व-> चर्त्व,6.1.73; 8.2.39; 8.4.40; 8.4.55,,
445,ऌ,ज्,ऌज्,वर्णमेलन,,,
446,ऌ,झ्,ऌझ्,वर्णमेलन,,,
447,ऌ,ञ्,ऌञ्,वर्णमेलन,,,
448,ऌ,ट्,ऌट्,वर्णमेलन,,,
449,ऌ,ठ्,ऌठ्,वर्णमेलन,,,
450,ऌ,ड्,ऌड्,वर्णमेलन,,,
451,ऌ,ढ्,ऌढ्,वर्णमेलन,,,
452,ऌ,ण्,ऌण्,वर्णमेलन,,,
453,ऌ,त्,ऌत्,वर्णमेलन,,,
454,ऌ,थ्,ऌथ्,वर्णमेलन,,,
455,ऌ,द्,ऌद्,वर्णमेलन,,,
456,ऌ,ध्,ऌध्,वर्णमेलन,,,
457,ऌ,न्,ऌन्,वर्णमेलन,,,
458,ऌ,प्,ऌप्,वर्णमेलन,,,
459,ऌ,फ्,ऌफ्,वर्णमेलन,,,
460,ऌ,ब्,ऌब्,वर्णमेलन,,,
461,ऌ,भ्,ऌभ्,वर्णमेलन,,,
462,ऌ,म्,ऌम्,वर्णमेलन,,,
463,ऌ,य्,ऌय्,वर्णमेलन,,,
464,ऌ,र्,ऌर्,वर्णमेलन,,,
465,ऌ,ल्,ऌल्,वर्णमेलन,,,
466,ऌ,व्,ऌव्,वर्णमेलन,,,
467,ऌ,श्,ऌश्,वर्णमेलन,,,
468,ऌ,ष्,ऌष्,वर्णमेलन,,,
469,ऌ,स्,ऌस्,वर्णमेलन,,,
470,ऌ,ह्,ऌह्,वर्णमेलन,,,
471,ए,अ,एऽ,पूर्वरूप,6.1.109,,
472,ए,आ,अया,यान्तवान्त,6.1.78,,
473,ए,आ,अ आ,लोप,8.3.19,,
474,ए,इ,अयि,यान्तवान्त,6.1.78,,
475,ए,इ,अ इ,लोप,8.3.19,,
476,ए,ई,अयी,यान्तवान्त,6.1.78,,
477,ए,ई,अ ई,लोप,8.3.19,,
478,ए,उ,अयु,यान्तवान्त,6.1.78,,
479,ए,उ,अ उ,लोप,8.3.19,,
480,ए,ऊ,अयू,यान्तवान्त,6.1.78,,
481,ए,ऊ,अ ऊ,लोप,8.3.19,,
482,ए,ऋ,अयृ,यान्तवान्त,6.1.78,,
483,ए,ऋ,अ ऋ,लोप,8.3.19,,
484,ए,़,अय़्,यान्तवान्त,6.1.78,,
485,ए,़,अ ़,लोप,8.3.19,,
486,ए,ऌ,अयॢ,यान्तवान्त,6.1.78,,
487,ए,ऌ,अ ऌ,लोप,8.3.19,,
488,ए,ए,अये,यान्तवान्त,6.1.78,,
489,ए,ए,अ ए,लोप,8.3.19,,
490,ए,ऐ,अयै,यान्तवान्त,6.1.78,,
491,ए,ऐ,अ ऐ,लोप,8.3.19,,
492,ए,ओ,अयो,यान्तवान्त,6.1.78,,
493,ए,ओ,अ ओ,लोप,8.3.19,,
494,ए,औ,अयौ,यान्तवान्त,6.1.78,,
495,ए,औ,अ औ,लोप,8.3.19,,
496,ए,क्,एक्,वर्णमेलन,,,
497,ए,ख्,एख्,वर्णमेलन,,,
498,ए,ग्,एग्,वर्णमेलन,,,
499,ए,घ्,एघ्,वर्णमेलन,,,
500,ए,ङ्,एङ्,वर्णमेलन,,,
501,ए,च्,एच्,वर्णमेलन,,,
502,ए,छ्,एच्छ्,तुगागम -> श्चुत्व,6.1.76; 8.4.40,,
503,ए,छ्,एछ्,पक्षे तुगभावः,,,
504,ए,ज्,एज्,वर्णमेलन,,,
505,ए,झ्,एझ्,वर्णमेलन,,,
506,ए,ञ्,एञ्,वर्णमेलन,,,
507,ए,ट्,एट्,वर्णमेलन,,,
508,ए,ठ्,एठ्,वर्णमेलन,,,
509,ए,ड्,एड्,वर्णमेलन,,,
510,ए,ढ्,एढ्,वर्णमेलन,,,
511,ए,ण्,एण्,वर्णमेलन,,,
512,ए,त्,एत्,वर्णमेलन,,,
513,ए,थ्,एथ्,वर्णमेलन,,,
514,ए,द्,एद्,वर्णमेलन,,,
515,ए,ध्,एध्,वर्णमेलन,,,
516,ए,न्,एन्,वर्णमेलन,,,
517,ए,प्,एप्,वर्णमेलन,,,
518,ए,फ्,एफ्,वर्णमेलन,,,
519,ए,ब्,एब्,वर्णमेलन,,,
520,ए,भ्,एभ्,वर्णमेलन,,,
521,ए,म्,एम्,वर्णमेलन,,,
522,ए,य्,एय्,वर्णमेलन,,,
523,ए,र्,एर्,वर्णमेलन,,,
524,ए,ल्,एल्,वर्णमेलन,,,
525,ए,व्,एव्,वर्णमेलन,,,
526,ए,श्,एश्,वर्णमेलन,,,
527,ए,ष्,एष्,वर्णमेलन,,,
528,ए,स्,एस्,वर्णमेलन,,,
529,ए,ह्,एह्,वर्णमेलन,,,
530,ऐ,अ,आय,यान्तवान्त,6.1.78,,"""When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "",
   "
531,ऐ,अ,आ अ,लोप,8.3.19,"""According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n"",
    ","""According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n"",
   "
532,ऐ,आ,आया,यान्तवान्त,6.1.78,,"""When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "",
    "
533,ऐ,आ,आ आ,लोप,8.3.19,"""According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n"",
    ","""According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n"",
    "
534,ऐ,इ,आयि,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. ,"
535,ऐ,इ,आ इ,लोप,8.3.19,"According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n,",
536,ऐ,ई,आयी,यान्तवान्त,6.1.78,,"""When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "",
    "
537,ऐ,ई,आ ई,लोप,8.3.19,"""According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n"",
    ","""According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n"",
    "
538,ऐ,उ,आयु,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. ,"
539,ऐ,उ,आ उ,लोप,8.3.19,"""According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n"",
    ","""According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n"",
    "
540,ऐ,ऊ,आयू,यान्तवान्त,6.1.78,,"""When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "",
    "
541,ऐ,ऊ,आ ऊ,लोप,8.3.19,"""According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n"",
    ",
542,ऐ,ऋ,आयृ,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. ,"
543,ऐ,ऋ,आ ऋ,लोप,8.3.19,"""According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n"",
    ",
544,ऐ,़,आय़्,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. ,"
545,ऐ,़,आ ़,लोप,8.3.19,"According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n,",
546,ऐ,ऌ,आयॢ,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. ,"
547,ऐ,ऌ,आ ऌ,लोप,8.3.19,"According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n,",
548,ऐ,ए,आये,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. ,"
549,ऐ,ए,आ ए,लोप,8.3.19,"According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n,","""According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n"",
    "
550,ऐ,ऐ,आयै,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. ,"
551,ऐ,ऐ,आ ऐ,लोप,8.3.19,"According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n,","""According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n"",
    "
552,ऐ,ओ,आयो,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. ,"
553,ऐ,ओ,आ ओ,लोप,8.3.19,"According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n,","""According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n"",
    "
554,ऐ,औ,आयौ,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. ,"
555,ऐ,औ,आ औ,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. ,"
556,ऐ,क्,ऐक्,वर्णमेलन,,,
557,ऐ,ख्,ऐख्,वर्णमेलन,,,
558,ऐ,ग्,ऐग्,वर्णमेलन,,,
559,ऐ,घ्,ऐघ्,वर्णमेलन,,,
560,ऐ,ङ्,ऐङ्,वर्णमेलन,,,
561,ऐ,च्,ऐच्,वर्णमेलन,,,
562,ऐ,छ्,ऐच्छ्,तुगागम -> श्चुत्व,6.1.76; 8.4.40,,"""A दीर्घ स्वर at end of a पद gets optional तुक्-आगमः when followed by a छकार,  in the context of संहिता. "" ""In the context of संहिता, A सकार and a तवर्ग letter are converted (respectively) to a  शकार and चवर्ग letter when associated with a शकार or a चवर्ग letter."",
    "
563,ऐ,छ्,ऐछ्,पक्षे तुगभावः,,,
564,ऐ,ज्,ऐज्,वर्णमेलन,,,
565,ऐ,झ्,ऐझ्,वर्णमेलन,,,
566,ऐ,ञ्,ऐञ्,वर्णमेलन,,,
567,ऐ,ट्,ऐट्,वर्णमेलन,,,
568,ऐ,ठ्,ऐठ्,वर्णमेलन,,,
569,ऐ,ड्,ऐड्,वर्णमेलन,,,
570,ऐ,ढ्,ऐढ्,वर्णमेलन,,,
571,ऐ,ण्,ऐण्,वर्णमेलन,,,
572,ऐ,त्,ऐत्,वर्णमेलन,,,
573,ऐ,थ्,ऐथ्,वर्णमेलन,,,
574,ऐ,द्,ऐद्,वर्णमेलन,,,
575,ऐ,ध्,ऐध्,वर्णमेलन,,,
576,ऐ,न्,ऐन्,वर्णमेलन,,,
577,ऐ,प्,ऐप्,वर्णमेलन,,,
578,ऐ,फ्,ऐफ्,वर्णमेलन,,,
579,ऐ,ब्,ऐब्,वर्णमेलन,,,
580,ऐ,भ्,ऐभ्,वर्णमेलन,,,
581,ऐ,म्,ऐम्,वर्णमेलन,,,
582,ऐ,य्,ऐय्,वर्णमेलन,,,
583,ऐ,र्,ऐर्,वर्णमेलन,,,
584,ऐ,ल्,ऐल्,वर्णमेलन,,,
585,ऐ,व्,ऐव्,वर्णमेलन,,,
586,ऐ,श्,ऐश्,वर्णमेलन,,,
587,ऐ,ष्,ऐष्,वर्णमेलन,,,
588,ऐ,स्,ऐस्,वर्णमेलन,,,
589,ऐ,ह्,ऐह्,वर्णमेलन,,,
590,ओ,अ,ओऽ,पूर्वरूप,6.1.109,,
591,ओ,अं,ओंऽ,पूर्वरूप,6.1.109,,
592,ओ,आ,अवा,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "",
   "
593,ओ,आ,अ आ,लोप,8.3.19,,
594,ओ,इ,अवि,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "",
   "
595,ओ,इ,अ इ,लोप,8.3.19,,
596,ओ,ई,अवी,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "",
   "
597,ओ,ई,अ ई,लोप,8.3.19,,
598,ओ,उ,अवु,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "",
   "
599,ओ,उ,अ उ,लोप,8.3.19,,
600,ओ,ऊ,अवू,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "",
   "
601,ओ,ऊ,अ ऊ,लोप,8.3.19,,
602,ओ,ऋ,अवृ,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "","
603,ओ,ऋ,अ ऋ,लोप,8.3.19,,
604,ओ,़,अव़्,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "","
605,ओ,़,अ ़,लोप,8.3.19,,
606,ओ,ऌ,अवॢ,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "","
607,ओ,ऌ,अ ऌ,लोप,8.3.19,,
608,ओ,ए,अवे,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "","
609,ओ,ए,अ ए,लोप,8.3.19,,
610,ओ,ऐ,अवै,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "","
611,ओ,ऐ,अ ऐ,लोप,8.3.19,,
612,ओ,ओ,अवो,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "","
613,ओ,ओ,अ ओ,लोप,8.3.19,,
614,ओ,औ,अवौ,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "","
615,ओ,औ,अ औ,लोप,8.3.19,,
616,ओ,क्,ओक्,वर्णमेलन,,,
617,ओ,ख्,ओख्,वर्णमेलन,,,
618,ओ,ग्,ओग्,वर्णमेलन,,,
619,ओ,घ्,ओघ्,वर्णमेलन,,,
620,ओ,ङ्,ओङ्,वर्णमेलन,,,
621,ओ,च्,ओच्,वर्णमेलन,,,
622,ओ,छ्,ओच्छ्,तुगागम -> श्चुत्व,6.1.76; 8.4.40,,
623,ओ,छ्,ओछ्,पक्षे तुगभावः,,,
624,ओ,ज्,ओज्,वर्णमेलन,,,
625,ओ,झ्,ओझ्,वर्णमेलन,,,
626,ओ,ञ्,ओञ्,वर्णमेलन,,,
627,ओ,ट्,ओट्,वर्णमेलन,,,
628,ओ,ठ्,ओठ्,वर्णमेलन,,,
629,ओ,ड्,ओड्,वर्णमेलन,,,
630,ओ,ढ्,ओढ्,वर्णमेलन,,,
631,ओ,ण्,ओण्,वर्णमेलन,,,
632,ओ,त्,ओत्,वर्णमेलन,,,
633,ओ,थ्,ओथ्,वर्णमेलन,,,
634,ओ,द्,ओद्,वर्णमेलन,,,
635,ओ,ध्,ओध्,वर्णमेलन,,,
636,ओ,न्,ओन्,वर्णमेलन,,,
637,ओ,प्,ओप्,वर्णमेलन,,,
638,ओ,फ्,ओफ्,वर्णमेलन,,,
639,ओ,ब्,ओब्,वर्णमेलन,,,
640,ओ,भ्,ओभ्,वर्णमेलन,,,
641,ओ,म्,ओम्,वर्णमेलन,,,
642,ओ,य्,ओय्,वर्णमेलन,,,
643,ओ,र्,ओर्,वर्णमेलन,,,
644,ओ,ल्,ओल्,वर्णमेलन,,,
645,ओ,व्,ओव्,वर्णमेलन,,,
646,ओ,श्,ओश्,वर्णमेलन,,,
